Content,Emotion_actual,Emotion_predicted
it be only once for my big brother and I m do now,neutral,worry
more load and the move crew s do Started at 7am and i m do for the day Too bad the ac doesn t work in my new place oh life,relief,worry
i can t add you on myspace girly it ask for a last name and email,sadness,neutral
to goto lonovala for frenz wed bt no transport arrngmnts wrkg out,sadness,neutral
Yeah I download her whole album quot gt THE FAME I miss you take care of me Hahah,worry,sadness
soon need to run to the shop and cut the grass,neutral,worry
fool me,empty,worry
Me too she be adorable and you could tell the pressure get to her,happiness,neutral
hooky from work again so we can go see UP I hope we get along,surprise,worry
and pack Its the last day of youth camp,worry,worry
hang in there health should be priority 1 right now i do hate see good people get mistreat so i m genuinely sorry,sadness,sadness
its take foreverr for to get here im bore,sadness,sadness
I aint blanco either Yo 100 Puerto Rican mami yo show muy amor yi tu but yo no se,empty,neutral
release Jon Jansen That guy put in a ton of sweat and bruise for the team He will be miss,worry,worry
sister get a lunch date and I don t,worry,neutral
THANK YOU sana matanggap ako,love,neutral
WANT I need a PS3 soon,worry,neutral
really want a blackberry my sidekick be hella wack night,fun,neutral
wife can t get on the guest list for tomorrows show because it doesn t exist LAME I guess no wife at the show,neutral,worry
week till exam block,enthusiasm,neutral
be a very naughty girl tonight dissappointed with myself,worry,worry
don t have one yet but hopefully I ll be ponying up for one soon because this 15 quot be definitely hit a wall,worry,worry
XDXDXD you crazy little thing why didnï ½t you get off the train and hug me,surprise,neutral
Lil_maggie you okay i miss you im sad you didnt text todayh,sadness,sadness
Hiya hun It s just not my day Dentist appointment ouch notebook be a bitch Feeling sick How s you,hate,worry
why not,neutral,worry
I be look forward to see in Raleigh fan for 10 years NB too but scalpers take the tix and sell them for 200 morons,sadness,worry
I know I want it to come bec I m excite but then I don t bec it s gon na go by so fast amp then it will be over,worry,worry
Then back to bed So sick still,hate,sadness
But now it s go,neutral,neutral
the Musical It s ulcer rific uls tacular Stomach bleed fun for the whole family apparently even two drink be a no no,fun,worry
one Three and I m out,neutral,neutral
I s sorry listen to some Bats or GD as you do it dude I never get to tell you but BATS WERE AMAZING lt 33,happiness,worry
centre bind oh yay,happiness,worry
Okay So Rose tell me your phone be shut off and you might be move back to Spokane What be go on,neutral,worry
el link no me sirve mta,love,neutral
yeah i agree he be the best aww why do he leeaave,sadness,worry
smartcard fell out of its holder when I be go home today If anyone find it please tell me,worry,worry
two ticket to Amadou and Miriam for Tue June 2 that I can t use 25 each to anyone who want em That s face value Should be good,fun,neutral
No Why,neutral,worry
oh Marly I m so sorry I hope you find her soon lt 3 lt 3,worry,worry
its what i say why k4ge last day at the job today we wont be say him around anymore,sadness,worry
be just not cute Unfortunately I haven t figure out how to work out without sweat BOO,worry,neutral
wag na sana ma reject thesis proposal ko nadedepress na ko eh goodluck annoy,neutral,worry
yeah that be the one thing i hate about tweetdeck,hate,hate
party be wipe out they be all dead and stuff,sadness,worry
IKR I myself be head out for a meet,worry,worry
bring connector for camera on trip save new photos will have to wait another week,sadness,worry
It be white I acidentally leave it in when i be do my colour,worry,worry
move to the city tomorrow Currently he live down the st Sadness He will be far away not TOO far but not down the street,worry,worry
wake up this morning think it be Saturday,worry,worry
I have a lot of Hell Yeah and Rebel Meets Rebel DAC Pantera and like 10 Pantera songs I can t find my Cowboys From Hell cd,worry,neutral
my U2 beta key work now Don t want to wait till Wednesday to play,surprise,neutral
I totally can t sleep,worry,worry
you guy s keep vote for her and ask u r followers to help to Only 4days leave before competitions close,worry,worry
be there go to be a record of with the needle that sting in her heart on youtube or something i miss the stream,worry,worry
all my file since high school,anger,worry
just love when all my little brothers friends come over,fun,love
or distance closeness but now everything seem so distant,worry,sadness
So I don t have a PE but I do have a Pocket Artoo,sadness,sadness
morning Alex hope you will be tweet lot today as we do miss you when you aren t on here xx,sadness,worry
wan na be love drink,love,love
Wish you be come to Australia amp New Zealand with the Sticky Tour Ant,love,sadness
at bowl again why do i suck,hate,sadness
sleepy but be feel under the weather ugh These damn tonsils I need some company or somebody to talk too,sadness,worry
hereby proclaim it to officially be summer as it be AWESOME today But I m stick inside a chilly office,happiness,sadness
be never a good sign,worry,neutral
Will we see you guy in the Philippines That would be the coolest thing ever Always want to go to one of your concert,fun,worry
just want somebody to love and who love me I think and day dream about about that CONSTANTLY,relief,love
I can not I have a full day of activities lol,neutral,sadness
about the reply after send THE SMS to 78277,worry,worry
someone have ve tell me things would get this hard i would never have do it,surprise,worry
think about how unfair 3 ppl have be 2 me n get depress again HATERS,hate,worry
to work,neutral,neutral
get ta do my assignments tomorrow OMG mackillop have swine,worry,worry
thank dude Being a low level business man its hard to get normal credit card also our place be not list with any bank,hate,worry
they win t guy be retard,sadness,worry
Omg i m on a one year work permit Going home end of June i m really gna miss it canada,worry,sadness
asleep wait for my ride,sadness,worry
too bad the weather suck,sadness,sadness
FOR RYAN SMITH amp amp MIKE FERNANDEZ,neutral,neutral
time if only i cud read the mind of a nerd durin the exam,neutral,neutral
thank lady bummer for sure,happiness,neutral
OfficialBabyV yes she get all lovey with him amp he return the love amp 1thing led2 another amp also wants2 know y ur mad at her,love,neutral
Oh we re friends now You know you re so up amp down with me I retract my last statement thenn,relief,worry
sad about Mike Tyson s daughter,worry,worry
Life suck sometimes,sadness,sadness
oh no you re gon na have to break up w your up guy when you move,sadness,worry
hold with unemployment hop to get call complete before I need to get daughter from school Not look good,worry,worry
hurt,worry,worry
fail at cut and peel the mangoes hah it be weird try and my father do it like it be nothing,sadness,worry
only have 2,worry,worry
I miss Taylor Swift on the Today show Those be my only plan for the day,sadness,sadness
happy with my 5 45 wake up call this morning she s go to be grumpy later,worry,worry
get home after kill a possum,neutral,worry
BlueEyed_Cat we all know and yes dont remind me im so effin jealous fuck aust some time,sadness,worry
be not treat me well so far,sadness,worry
cold,worry,worry
sorry to hear your news,neutral,worry
fifteen drive Just leave bore and eat half my food already,worry,worry
realise that many people be not interest in do business on Twitter they just want to be hear online Nothing more,neutral,worry
gutted to be at work when it be soo nice outside,relief,worry
no no no lol I cut my bang like Kate Hudson in bride war a few months ago and it be super cute Looks diff this time,sadness,worry
My puppy Gizmo h8s me haha He still growl me I always look back my long pruple scar on my fingie,worry,neutral
take a bath,neutral,worry
I need a hug cuz these garbage truck men keep drive next to me whistle and Im work too hard 2 graduate,worry,worry
do u watch the day the earth stand still do u not see my bye when u get d c im sad i leave 2 and now ur go ily lt 33,sadness,sadness
we re gon na miss you dont worry there will be more for sure,worry,worry
I meet a stranger just 10 min ago He be stalk me at the store,worry,worry
Oh I see what you mean That be true if they be use improperly which we know they be,worry,sadness
also have a lonely night Wishing she could go to Audun s so that she doesn t have that bad dream again,worry,worry
1 15 AM and I hear a helicopter fly over my house That s kind of weird In other news my headache be back BOO,worry,sadness
month ahaha AND i dunno if I can go tomorrow LMAO cause i go today Freakin filipino parent AHA,neutral,neutral
be it so windy,neutral,worry
work in one hour,surprise,neutral
sorry didnt mean to hope you can think positivly about be 80 and look back on 30,worry,worry
write lyric to my new song excite I sleep on a full stomach again it s the worst feel wake up and still feel full euggh,sadness,sadness
my boss She s move to NYC,neutral,worry
I know Im so excite We cant go earlierr than the afternoon I love you tooz lt 3,love,love
oh no the economy gotcha sorry but so happy that you get another one in LA Enjoy SoCal Ahahaay LOL,happiness,worry
belly ring be a bad investment the cutest ones ALWAYS pop,worry,neutral
to my office the fire alarm go off due to someone burn food in microwave,surprise,worry
LMAO I know I know,neutral,worry
get home from do the big shop totally munch out because i be so starve and im at weigh in in the morning oops,worry,worry
If only my write wasn t so scrub,worry,worry
Good luck at the service tomorrow I wish I could see you guy on your vacation,love,sadness
REALLY should have go to the Chiropractor this week And today my neck hurt so bad,worry,worry
i shouldn t smoke so much stuff,hate,neutral
Gloomy as ever I want to hit the beach too might as well get like you and handle my errands too lol,worry,worry
nah he be act like a dick his show suck last night,empty,worry
Fanclub will never be the same,neutral,sadness
NOO not my Venus Will redemption come in double,surprise,worry
Will have to it s only across the water and all Just damn expensive,hate,worry
they be have a close down sale do not look good,neutral,worry
Taxi Q at Pelangi be super loong and now I m get headaches because of the hot cold transition,hate,worry
Yes Me too I can t understand why they have to do that I mean I know it s all about Hollywood but this thing be call love,surprise,love
Well my battery just need a jump and now I get ta pay extra to get my nail fix,relief,worry
will get my business coursework do by today I will I will I win t,neutral,worry
so hungry and i have nothing to eat,sadness,worry
back Sudden wave of melancholy take over I miss the Shining Emblem,neutral,worry
school again its bore and these people be play country and it suck XD,enthusiasm,sadness
didn t have fun at the club tonight have a lot on my mind,fun,worry
have to be at work for six be,hate,worry
Have fun at the show tonight wish I could be there,relief,neutral
I get a headache because of all the hard work today still not ready with a Heineken try to finish up,neutral,worry
no wonder you hate drive and country roads and stuff,worry,worry
I haven t be reply to people because seriously I haven t refresh twitter for a while ZindelaYentl Sorry Thanks,neutral,sadness
much work so little time,worry,worry
get cancel,neutral,sadness
awwh im sorry it win t be much longer,sadness,worry
first of all i love your picture PICTURE whore amp the boyfriend JACKIE FML WHY HAVEN T YOU EMBRACED THE PHONE amp,worry,love
aww ok lol hopefully by than im still here and not back over in the state,neutral,worry
miss you,worry,sadness
weigh in only lose 1 2 pound this week o depress,sadness,worry
haha yea Just work and chillin in the eastbay Unlike u I don t get a summer break boo,sadness,happiness
no I be try to interview Dr Paul Twomey CEO of ICANN Phone issue cut the interview from 30 mins to 15,worry,worry
get do work with Nate today get another 100 Yippee He s go on vacation next week so I have to brave Calc on my own,happiness,worry
to set up a coffee shop but he have no money to do it,worry,worry
I need to change my monitor,worry,sadness
Not here in Stamford,empty,neutral
now that I m on a roll everybody in twitter ville be sleep grr I never WIN,hate,sadness
that david be leave tomoro for a week,worry,sadness
tire of this cubicle,sadness,worry
that make me sad for you,worry,sadness
and of course it happen on the day I get a carwash,worry,sadness
anticipate meet up with Tapan Parikh be no more apparently he wont pass by Nairobi and will head straight from Mombasa,sadness,worry
suure,happiness,neutral
my burfday and i m all alone,sadness,sadness
Ow rug burn,worry,neutral
out a bite cross my finger that things will work out ok,worry,worry
hat the whole Twitter reply thing I feel like I m miss bits fixreplies,hate,worry
I CAN T My heart ache for her children I wan na adopt alexis,love,sadness
Jay I m so sad its your last night on the show Its my last night watch it too I can t watch Conan see you at 10 pm,worry,sadness
do i turn red,neutral,neutral
moms call hospice 4 great gpa its only a matter of time only God know,neutral,worry
over all tht bitchy ninth grade bullshit half yearly exams over amp im sickk,neutral,worry
to listen to musiq soulchild but it be not on the iPod,sadness,worry
I can t buy only rent,neutral,worry
it hurt,neutral,worry
lol we be stay in Craig get footy so Molly and me miss all the good weather we have no buggy either,sadness,sadness
like shit and will continue to for as long as it take,worry,worry
this be post guitar hero ass kick,happiness,worry
add me here I can t locate your handle for whatever reason,neutral,neutral
that i don t have a draw tablet,surprise,sadness
FREE WIFI My vacay be ruin,worry,worry
airport and you didnt show up tonight homo,neutral,neutral
be all ma bestfriends at MIA or wat,neutral,neutral
Suspect tax man be at fault,neutral,worry
so tire and sick i have to be better on Sunday so i can sing morning and night,sadness,worry
ahh so excite for july 21 ecxept stupid australia win t get it til like decembberr but still ahh congratss,relief,worry
i dont forget yall i dont think im lowkey i think i spend a lot of time on here actually sometimes too much,worry,sadness
If I can run by then I will join you miss run,worry,worry
here bore az hell nuffin 2 do at lyk 3 30 in da morning in monroe louisiana,empty,neutral
the link send me to a tax relief web page,neutral,neutral
anyone know any good rap songs i need to make a rap fun cd and i have no idea hellpp,worry,neutral
hit the 300 word mark for his Geography Notes and I m not even do it for GCSE Mean while I ve do a page of history,worry,worry
more arrest development i be sad,sadness,sadness
I will post it later Its not on my comp,neutral,worry
lol cnt its too slow,neutral,worry
hair dresser pass away yesterday from breast cancer She be the greatest hair dresser I d ever be to,worry,worry
all And since I only have a few more days to move I win t be able to stay long,neutral,worry
n o   t e x t,neutral,neutral
lmao a good push up bra always make the abs look smaller in order to have Robbikin esque abs 6 days a week work out,fun,neutral
dreaming_aloud and that hindi flick 99 that come out a couple of weeks ago that never make it to the UK,neutral,neutral
too hot I hate summer harrymcflytosing,neutral,hate
thats madd ass bullshit dammit i feel badd boo powerpoint piece of shitt,worry,worry
Were on the way home from a night in London Was lovely Now work all weekend and Monday when the weather nice x,love,sadness
Miss you too tomorrow be friday the day we usually just lounge around try to figure out what to do,neutral,worry
day,worry,sadness
it rain it s so hard to get motivate,sadness,worry
have my hair cut it look like shit,surprise,worry
u didn t hit me up,surprise,worry
aww busy day for you then I have to get my Big Mac ass outta here Work beckon I ll talk to you later,worry,worry
an external hard drive I don t have enough money lt I don t wan na give up my music gt,worry,worry
for minami then london and cobra i m go to miss her load,worry,worry
cold weather be make my teeth hurt,worry,worry
my laptop be dead lucky I get my fone lol,relief,sadness
three shots today I can t lift my arm,sadness,worry
Oh no I ll think good thoughts,worry,worry
ipod have take it s last breath Im truly devastate I have lose my public transportation companion,relief,worry
lol what where be it,neutral,worry
just really want to sleep butmy eye win t let me,worry,worry
Oh dear Boyle be stay,neutral,worry
hey you WHORE that s kinda mean dont yu think,neutral,neutral
make Bought Guitar Hero Metallica for my hard work soldier and it be not read disc,hate,worry
about to sell my Medieval trade pavillion v sad,sadness,sadness
hahaha well its try its so ugly,hate,worry
phone still doesnt tweet,neutral,worry
sorry i couldn t fit hal s name,worry,sadness
have forget the live with the Jonas Brothers on Facebook,worry,worry
I give it 2 snap down how s work go,neutral,worry
I m not sure about this tweet business Why be the simple things so difficult,worry,worry
be my last day of high school most things i do today will be my last time do them pure CRAZINESS,worry,worry
like another sleepless night dedicate to homework Sorry in advance Ms Chapman,worry,worry
That Miley creature song have infest itself in my brain,hate,sadness
25 Am Still wait on the doc to come and break my water,worry,worry
still miss her husband I really want him home,sadness,worry
n o   t e x t,neutral,neutral
that s bad luck,worry,sadness
no bsg might just have make me cry,neutral,worry
I m so confuse what can I do I don t wan na run away but can I really handle a real relationship What be love anyways False hope,worry,worry
already there s none leave back to cabbage soup,sadness,worry
They use to Many moon ago,neutral,neutral
I think I touch something that have mikes germs on it because I have a sore throat now dammit I know I should have not go there,worry,worry
feel like I m not gon na make it this year,neutral,worry
Where be my bestie when i need him,surprise,worry
i have the worst paper cut on my knuckle from all the paper i be handle i hat this damn research paper,hate,worry
everyone Unfortunately nothing can be do The sales speak for themselves and if that doesn t convince Diamond nothing will,happiness,neutral
no I kind of miss my first main Male Tauren Shaman name Icewater stick at 61 Maybe I ll fetch him one day,worry,sadness
day today No car so we re stick in the house I need to go to the post office too bastards,sadness,worry
hat my life at the moment There s only so many NOs my delicate little mind can take,worry,worry
everyone could it wasn t ment to be bad,neutral,sadness
sundaes at Five and Dumpster Blood Bros on iTunes Palm Reader be close Fun at the 371 anyway,neutral,worry
O dear so you re go to be fuck that kiddoe and I m go to sit there do nothing awesome WHERES THE SHOPPING lt 3,happiness,sadness
have a stupid Recall on my car,worry,sadness
this be the end of the semester so i be really busy have get no time for twit what a pity cause i love it,love,sadness
sctest,surprise,neutral
you get a ton of spam mail into your inbox I be too drive me insane,sadness,worry
Sadly it doesn t I be so hopeful after American Doll Posse too it s just so blah and vacant of dynamic,sadness,sadness
andyclemmensen Me too haha I do but have no credit,worry,worry
heart go out to you,love,neutral
oh why do I always forget to take the medication I m suppose to take 30 minutes before breakfast Just take it now at 1 30,worry,neutral
fuck the whole Twitter silence experiment The last four days have be murder with the inability to mouth off,hate,worry
aww how cuute mine follow me when i shower and peeï ½s and wherever i go but refuse to lay still in the bed,neutral,sadness
twitter quit life,sadness,sadness
that suck,neutral,sadness
give my brother a hug good bye as he take a load of furniture away from the house He take the mattress I like,sadness,worry
Just take this for class just 5 minutes ago its awsome be here too bad i graduate next year,neutral,worry
pool today Stupid weather,sadness,sadness
oh too bad I hope it get better I ve be have sleep issue lately too,worry,worry
out but work in,sadness,neutral
It s sad,worry,sadness
that busy wowsa okay my pizzas gon na be a while sorry,empty,worry
watch Mock the Week and be slow cook,empty,worry
Well I m glad I m not the only one Mine s so bad I m have to resort to pull out the old hairband disguise,sadness,sadness
can t believe it s 9am and i m awake and i have to start get ready soon I hate the doctor s,worry,worry
check my bank balance I spend like a millionaire despite the fact I be nowhere near as rich as one,worry,sadness
hahah me too Except for when Haley get hit by a car but yay Leyton,sadness,worry
park slope brooklyn work the bust photoshoot this be so excite amp no more fever but my tonsils be the size of golfballs,happiness,worry
load of wash put away and another load on Amazing how the house doesn t look any better for all my efforts,surprise,worry
shoppin all day and get a headache which i still have i get 1 boyfriend style shirt and didnt find a new bracelet 2 wear,worry,sadness
to draw some manga anime for our new website very bad idea,hate,neutral
I feel like a popsicle,surprise,worry
be over tonight XD work experience be over Jen I m go to miss see you like everyday,neutral,worry
a failure i just eat a char siew pao just when i think i can skip dinner and go along my non existent diet,worry,worry
of this weather the house paint be go to be drag out till next week,worry,neutral
all things good and awesome about shoot destination weddings I ll miss my baby girl for few days fb,worry,sadness
yeah doesn t that suck I be work with a Nano here so i have to take 75 of my music off so sad,sadness,sadness
yeah it can be tough some time,sadness,worry
be there sadly this isn t your first rodeo my dear I suspect you ve learn your lesson,sadness,worry
I try to translate your tweet use google translation service but it just spat it out back out at me,worry,neutral
your boyfriend didn t even say bye,sadness,worry
somewhere to go its still lush out i want to be back out in it,sadness,neutral
My friend s in such a state and I don t know how to help him Nothing I say seem to be help and I wish I know what to say,hate,worry
the dentist I have a hole in my tooth,neutral,worry
with my cuzzo Vivi I can t stand to have her leave me in 3 weeks,neutral,worry
Jaxboxchick77 lesleyadams You HAD 6 5 star review in Canada at least until the quot Talk like a Canadian quot incident,neutral,worry
Im download manually the ooiifull mp4 movie by as it seem the only way to see it fully,worry,worry
Don t count on it,neutral,worry
sad to a whole new level,worry,sadness
no and i remember that one too shit be so fun i get aladdin TOO fun omg now i wan na play,surprise,sadness
Yea its tough to keep it go Sometimes I m not sure its worth it,neutral,worry
do none of my thoughts make sense when I m sober,worry,neutral
all beautiful day best go enjoy some sunshine before i have to go to work unfortunately,fun,worry
to last episode of jay leno itll never be the same nite twitter,neutral,worry
my Mom s Lenovo laptop The trackpad and the battery life suck ball for quarter Seriously miss my MacBook Pro,hate,sadness
I be waste my time fail,worry,sadness
go to miss Miss Suhana,sadness,sadness
u know wut devy dev it sure do suck havin no ID My weekend r go miserable for 3 weeks so drink 4 me plz,hate,sadness
but other day tweet be MIA twitter network glitch but story be re funeral mix up as in wrong remain deliver to ea,sadness,sadness
exam Bleh i hate vocab,hate,hate
little foster kitten be get big chubba and Winston be go 2 b miss when they get amaze home,happiness,sadness
on a normal day I d already be do with work Unfortunately this be not a normal day Which mean I ll be in the office till late,neutral,sadness
didn t have time this morning to go all the way across town to take a pic SO SAD,sadness,worry
miss her i hope she come back,worry,worry
my phone at home,neutral,worry
be great curl up in a ball and read later I wish I have a book,fun,sadness
hope I get the job so I can have some steady income and start eat well again All the cheap food be horrible for you,worry,worry
stop that babe u makin me feel very bad now,sadness,worry
wake and sad what the hells go on,worry,worry
headache go away come again another day,sadness,worry
the hell be i do awake this early,empty,sadness
I ve try that already,worry,worry
chocolate cake wish even i get one for my b day anybody listen,fun,sadness
can t wait for that recently buy metallia guitar hero but cant play it coz my sony tv go kaput,sadness,neutral
on the deck read psychology note with my ipod and my dog It s far too warm,worry,sadness
ill again not be well for 2 weeks i ve get a bad viral infection,worry,worry
coverage Sky dish be really really bad at the moment block all over the place really annoy,hate,sadness
lord just see the agency work for our upcoming Open Day Money for Jam,happiness,worry
exactly the same clothe as I use to wear in Canada beanie or touque and all Ahh bring back memories I miss the snow,happiness,sadness
So i register to coach this summer and eh the tourney start July 6th My vacation 7 15 28th Fk my life haha,fun,sadness
uggh idk how to do that but i only wan na stop get texts from twitterr ilsE,neutral,sadness
soo sleepy but I m not a home just yet,sadness,worry
ejhildreth I keep try to invite out but I think she s afraid of me,worry,worry
Good morning Aww sorry that you be stick in the airport for 12 hours,worry,worry
BBQs Might buy some disposable ones some time,neutral,neutral
Oh my gosh ian i always miss you when your on,worry,sadness
Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songg ps i get lose in morrisons,neutral,sadness
whole body back pain treatment and detox start Monday Not look forward to a summer of hot yoga and healthy food,worry,worry
I wish I could go to your melbourne show but my parent win t let me cry,sadness,sadness
What time you close today Is it the last day today or tmr I may shed a tear,worry,worry
school With Victoria amp Bryan _ no more school soon sadd i be,sadness,neutral
late at night on a Dell notebook Dell s quality have go down hill warrenty service suck too poor people buy a Mac instead,hate,sadness
time be over tonight I work night shift I wake up at 1330,neutral,neutral
Aww it s still not the same I m go to have a look though,worry,worry
im the eye doctor amp have to bring trinity with me cause my mom fell down the stairs today amp break her toe ugh,worry,worry
i have phone call like that often different subject same result of feel beat to pulp and leave for dead,worry,sadness
be back in Dallas tomorrow,neutral,neutral
just have to empty my trash on the mac that be one of THE MOST DIFFICULT things I have ever do in my life 8 00 picture be GONE,sadness,sadness
jacksonville beach walk in the cold Ass water but have to work in the morning ily lt gt,hate,worry
the list of park closure Calaveras Big Trees SP where I m head this weekend So glad to be visit before it s too late,happiness,worry
miss Paul the ice cream man at work,neutral,sadness
No one be interest in my special Now the popcorn be stale What a waste I m go to find a homeless person to give it to,worry,neutral
get a cold every time I ve fly somewhere 6 hrs away in the past year Hope to be back in the pool on the bike next week,worry,worry
can t need to work on overtime project at lunchtime Sorry,sadness,worry
I m so sorry I don t understand why some people expect everyone to react to these things with the same quot poise quot as themselves,worry,worry
you people be miss the point here instead of loose followers he s GAINING over 50 new ppl in 6 hours,neutral,worry
concentrate need a booster to woork,neutral,worry
hate my life,hate,hate
ME I want to go,relief,worry
I know right but hopefully something come up though,neutral,worry
internet connection ruin a great scrabble game,hate,worry
back to my house to pick up some dvds for bapang and pick dito s up but forget to pick up other dvds for dito so I have to go back,neutral,neutral
my phone take away,sadness,worry
exam tomorrow,neutral,neutral
thank neemah I m gon na be soo close to you and izzy yet so far,love,worry
Dave Gilmour and Roger Waters would re unite for a Pink Floyd concert,neutral,neutral
I be so jealous I want a free hamburger,sadness,worry
just not that into you,sadness,sadness
I try that but I can only use import export for contact save locally on my Outlook Thanks Though,neutral,worry
My metal friends keep plan stuff on Sunday afternoons when I m at work Feeling like I m lose touch with them,worry,sadness
You might have too One of them accuse you guy to be quot One Sided quot on the issue They re get way way out of hand,neutral,worry
cuz airlines be super lame,hate,worry
u already take da pic with out me,neutral,neutral
like 60 min wait time should I call the wife now,worry,worry
oh poor you atleast get pay for stay back or,surprise,worry
a headache want to go out but doesn t think it s worth it maybe i don t know,sadness,worry
HD be full need to cleanup a lot,worry,worry
a reli gd holiday buh now have to revise x,hate,worry
so lose without my laptop And no break again for me today Made even worse that the 2 big boss of skipton show up today,worry,worry
can t sleep this be so darn frustrate,sadness,worry
puppy go 2 new home,worry,neutral
steal my new laptop at the airport haven t even use it Guess the US economy be breed a new set of quot opportinists quot,sadness,sadness
just get your TWEETS that suck my love,sadness,love
Oh snap Just break my windshield while replace my wiper blades,worry,worry
sad because his tea and oatmeal be cold,sadness,sadness
the last night of Jay Leno be gon na cry like a baby,sadness,worry
feel sad for some reason,worry,worry
Hey Hey I get this custom design one of a kind Superfresh T over here with somebodies name on it collect dust,worry,neutral
to get ready for toms get ta go make sure he s not do anything stupid ill tweet later,worry,worry
Wish we could deliver alcohol but state law prohibit us,neutral,neutral
wear sunglasses my eye be bleed,worry,worry
to Marsee they change the store around amp I felt as though I be interrupt the staff,worry,worry
aww that s my last one Roo Oop,fun,worry
No Topic Maps talk at the Balisage Markup Conference 2009 Program online at via topicmaps,neutral,worry
get back from NOM NOM s at our favourite restaurant here in Haarlem I m sad I will miss eat there the food be INCREDIBLE,sadness,worry
hair day,sadness,sadness
someone would by my 90mm Mamiya MF lens Needs the money,worry,worry
Ya the weather have be super weird here It look like it be gon na rain today but of course it didn t darnitt,surprise,worry
It would be great if those VIPS be for some act I d enjoy see but noo,happiness,happiness
to discover that I only own De La Soul s quot Stakes Is High quot on cassette And iTunes Amazon don t sell a digital copy,surprise,worry
I know I would too Yes i cant wait for BB i love it I hear theyre not show the 24 hr live stream this year though,happiness,neutral
figure out how to watch Middlesbrough game next year after the dread drop,fun,neutral
it unny today or not take too long to decide haha i wna get a tan,fun,worry
that be pretty lame babe,sadness,worry
revisingg,neutral,neutral
be like that last night as well man somebody didn t make it in time to the 30p loos,surprise,worry
be ssnoring And my throat be so dry,relief,worry
yes I m start to feel the effect of humidity,worry,neutral
I hear ya,happiness,worry
a terrible headache I need relief,worry,worry
Oh how cool ok so for your head just laydown and put ice on it that should heep the swell down I feel really bad,worry,worry
kinda my housemates be a bite frantic as I appear to have every fork we own hide in my room need to revise now,worry,worry
eye seem bad Just fork out on new wash machine so why not a vet bill to top it off eh,surprise,worry
cuss u siad u weren t have it lol,neutral,neutral
real bad headache,worry,worry
bad luck oh well next time you will be more lucky,sadness,worry
doesnt have 3d so im go to galway to see the jb 3d movie but that could be next week or the one after that,neutral,worry
instal ovi in mobile it would have be good if it could be download to comp and instal to mobile Frickin 3MB download,relief,neutral
hurt,neutral,worry
Chile I get ta study But I do hope to catch an art show or sumshin i need to get out,worry,worry
grade again,sadness,neutral
have a headache And I have nobody to keep me company _wants to be a kidd again lt 3,sadness,sadness
what happen be you suffer from neck shoulder back pain like me i can t move either,worry,worry
up so early and proppa shatter and knackered,neutral,sadness
to eat bake tahong It s be a while Really,neutral,worry
miss my mom quot May angels lead you in quot,sadness,worry
I be never a good stereotypical teen,empty,worry
to go home and cry,neutral,sadness
I don t have a VCR,neutral,worry
That s awesome We have that this weekend too but I can t go because I m move this Sat I should be a lot of fun though,fun,sadness
need to somehow forget that its E3 in LA practically during my ethics exam and self impose revision time,sadness,worry
be go slow,neutral,worry
confuse,neutral,neutral
very upset to see carys and donna go today miss you both hugely already Yes ok its only be like 3 hours haa waah,sadness,worry
head hurt so bad I could scream,worry,worry
to return my sideways fuck meds and bill,hate,worry
be my last official day of Uni No more balance uni work with music Til october atleast,relief,worry
awessomee cut my hurr i give massage orr alkie or foodtour yeaah amp i ll pray for ur cousin,love,worry
no I want to go to sea but today the sun be not here SIGH,worry,neutral
play street fighter IV and Seth Raped me,fun,worry
about get up for work,worry,neutral
u be do good with the reply now u fallin off sad face,worry,sadness
It just suck that I m stick in an office but I have you at Selfridges to look forward too,hate,sadness
nope i really want to play it aswell,neutral,neutral
sick amp tire of be sick amp tire,worry,worry
do u do when ur dads lose it mentaly and dosent remeber you,worry,worry
n o   t e x t,neutral,neutral
Oh god that s terrible,worry,sadness
for landlord to come see about our shower,neutral,neutral
lactose pill be not enough for coffee oopse,neutral,worry
wan na go home for thee weekend but ii have no gas sukks _ _,sadness,sadness
im gon na go shower now get ta get rdy 4 movies in a couple hours byee Esther lt 3 p s s i miss u katherine,happiness,worry
feel like ive do the London marathon I ach all over,neutral,worry
half awake in my comm theory section Wahh I want my bed,worry,worry
Pretty good I think I overdo the gym yesterday other than that just work,happiness,sadness
damn tire Another long day trw,hate,worry
that my friends lifes go around with what they boyfriends do and then they have not time for us girls,worry,worry
tommcfly It s 12AM buonotomato and I be still up send you as much tweet as we can Philippines tour please,love,worry
we miss you,worry,sadness
pray you get better soon you sweet one sorry your still not well,worry,worry
YumiFujii i ll miss y all back give my regard,sadness,worry
a headache already boo,surprise,worry
get home not want to read the last chaper of break dawn cause i dont want it to beover,worry,worry
gah i forget about separate bin maybe this be a bad idea,neutral,worry
be amaze and hell at the same time socialily that be the naiv part be fine,worry,sadness
know I m already a week behind on FF Will TRY to get one do today Called into work 2hrs early due to problems so will be a busy day,worry,worry
see miles away,empty,worry
there ever go to be another production of The Last 5 Years in NY I still haven t see it,surprise,worry
be crave Burrito Boys Large halibut with everything on it no jalepenos 1 line hot sauce Can anybody hook me up,worry,worry
rubz it in tht im NOT goin to the musiq soulchild contest How RUDE,worry,worry
